id,Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd RST Flags,Bwd RST Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,ICMP Code,ICMP Type,Total TCP Flow Time,Label,Attempted Category
1472614,172.31.64.92-169.254.169.254-51266-80-6,172.31.64.92,51266,169.254.169.254,80,6,2018-02-14 16:45:18.483618,4566,5,5,161,488,161,0,32.2,72.00138887549322,488,0,97.6,218.24023460397947,142137.53832676305,2190.1007446342533,507.3333333333333,840.9215183356887,2476,8,4412,1103.0,1027.0530658150046,2476,262,4323,1080.75,1277.8028995115014,2723,14,1,1,0,0,0.0,0.0,112,112,1095.0503723171266,1095.0503723171266,0,488,64.9,157.036761442805,24660.54444444444,2,2,0,2,9,0,1,2,1.0,64.9,32.2,97.6,0,0,0,0,0,0,0,16,0,48,8192,149,1,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,4566,BENIGN,-1
3437447,172.31.67.75-172.31.0.2-58830-53-17,172.31.67.75,58830,172.31.0.2,53,17,2018-02-16 15:07:23.888018,263,1,1,31,47,31,31,31.0,0.0,47,47,47.0,0.0,296577.94676806085,7604.5627376425855,263.0,0.0,263,263,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,8,8,3802.2813688212927,3802.2813688212927,31,47,39.0,11.31370849898476,128.0,0,0,0,0,0,0,0,0,1.0,39.0,31.0,47.0,0,0,0,0,0,0,0,15,0,23,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
5227126,118.167.7.105-172.31.64.117-64659-445-6,118.167.7.105,64659,172.31.64.117,445,6,2018-02-14 20:38:46.608269,588238,5,4,373,172,140,0,74.6,70.2837107728384,133,0,43.0,62.75348595894893,926.4957381196044,15.299929620323743,73529.75,101328.17849196738,197887,47,588168,147042.0,97807.5932396526,197944,346,588191,196063.66666666663,1650.3037094223998,197957,194930,3,2,0,0,0.0,1.0,112,92,8.49996090017986,6.799968720143887,0,140,60.55555555555556,64.99252093724152,4224.027777777778,0,2,1,5,8,0,0,0,0.8,60.55555555555556,74.6,43.0,0,0,0,0,0,0,0,41,0,19,8192,0,3,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,588238,BENIGN,-1
4281449,172.31.66.15-172.31.0.2-54234-53-17,172.31.66.15,54234,172.31.0.2,53,17,2018-02-14 15:39:34.133347,222,1,1,47,175,47,47,47.0,0.0,175,175,175.0,0.0,1000000.0,9009.009009009009,222.0,0.0,222,222,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,8,8,4504.504504504504,4504.504504504504,47,175,111.0,90.50966799187808,8192.0,0,0,0,0,0,0,0,0,1.0,111.0,47.0,175.0,0,0,0,0,0,0,0,23,0,87,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
6473752,18.218.11.51-172.31.69.28-62991-80-6,18.218.11.51,62991,172.31.69.28,80,6,2018-02-21 18:37:03.663185,3096,5,5,323,935,323,0,64.6,144.4499913464864,935,0,187.0,418.1447117924607,406330.7493540052,3229.9741602067184,344.0,434.56702590049326,1279,5,3091,772.75,378.74826732276944,1279,370,3090,772.5,729.1815046109348,1599,21,1,1,0,0,0.0,0.0,112,112,1614.9870801033592,1614.9870801033592,0,935,125.79999999999995,301.9009403393401,91144.17777777778,2,2,0,2,9,0,1,1,1.0,125.8,64.6,187.0,0,0,0,0,0,0,0,32,0,93,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,3096,DDoS-HOIC,-1
5898160,18.218.55.126-172.31.69.25-61114-80-6,18.218.55.126,61114,172.31.69.25,80,6,2018-02-20 15:11:07.928552,36623168,5,4,20,964,20,0,4.0,8.94427190999916,964,0,241.0,482.0,26.86823816006305,0.245746080732284,4577896.0,12423216.85041371,35302542,13,36623168,9155792.0,17442270.110818584,35302542,121,1320212,440070.6666666666,761844.5898175909,1319773,39,1,1,0,0,1.0,0.0,112,92,0.1365256004068244,0.1092204803254595,0,964,109.33333333333334,320.5682454642069,102764.0,1,2,1,2,8,0,1,1,0.8,109.33333333333331,4.0,241.0,0,0,0,0,0,0,0,2,0,107,8192,211,1,20,1320626.0,0.0,1320626,1320626,35302542.0,0.0,35302542,35302542,-1,-1,36623168,DDoS-LOIC-HTTP,-1
5461128,172.31.66.96-172.217.9.194-51041-443-6,172.31.66.96,51041,172.217.9.194,443,6,2018-02-22 19:28:26.852523,119005534,29,35,1864,4918,310,0,64.27586206896552,80.64113473183174,1430,0,140.51428571428573,298.13018982322745,56.98894641319789,0.5377901165503782,1888976.73015873,10290544.242003812,58560568,0,118949998,4248214.214285714,15276971.542697975,58626388,48,118983870,3499525.588235293,13907644.149450334,58594599,0,17,24,0,0,0.0,0.0,592,712,0.2436861465618901,0.2941039699884881,0,1430,105.96874999999996,228.7383594921818,52321.237103174586,0,2,0,41,63,0,0,0,1.206896551724138,105.96875,64.27586206896552,140.5142857142857,0,0,0,358,4,36059,0,29,0,76,8192,193,17,20,243125.0,38862.58869401265,270605,215645,58253428.5,434360.8464404912,58560568,57946289,-1,-1,119005534,BENIGN,-1
6526020,18.218.55.126-172.31.69.28-53858-80-6,18.218.55.126,53858,172.31.69.28,80,6,2018-02-21 18:39:25.486464,28846,5,5,325,935,325,0,65.0,145.34441853748632,935,0,187.0,418.1447117924607,43680.23296124246,346.6685155654163,3205.111111111112,9008.93429386135,27222,3,28843,7210.75,13341.95531334644,27222,308,28841,7210.25,13515.921262841586,27477,19,1,1,0,0,0.0,0.0,112,112,173.33425778270816,173.33425778270816,0,935,126.0,302.04672191934515,91232.22222222222,2,2,0,2,9,0,1,1,1.0,126.0,65.0,187.0,0,0,0,0,0,0,0,32,0,93,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,28846,DDoS-HOIC,-1
693494,172.31.64.49-169.254.169.254-52366-80-6,172.31.64.49,52366,169.254.169.254,80,6,2018-02-14 18:50:04.570897,1265,5,5,148,243,148,0,29.6,66.18761213399378,243,0,48.6,108.67290370648978,309090.90909090906,7905.138339920948,140.55555555555554,118.90028501974996,336,12,1094,273.5,236.6791076542245,561,33,929,232.25,128.53112463524155,357,60,1,1,0,0,0.0,0.0,112,112,3952.569169960474,3952.569169960474,0,243,39.1,85.41721138037697,7296.100000000001,2,2,0,2,9,0,1,2,1.0,39.1,29.6,48.6,0,0,0,0,0,0,0,14,0,24,8192,149,1,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,1265,BENIGN,-1
3724278,180.242.16.236-172.31.67.16-58462-445-6,180.242.16.236,58462,172.31.67.16,445,6,2018-03-01 15:30:07.671610,783608,5,4,373,172,140,0,74.6,70.2837107728384,133,0,43.0,62.75348595894893,695.500811630305,11.485334503986689,97951.0,135490.25482615767,286253,47,783538,195884.5,131512.84994123832,286300,446,783547,261182.3333333333,21809.871900892344,286362,248194,3,2,0,0,0.0,1.0,112,92,6.380741391103715,5.104593112882973,0,140,60.55555555555556,64.99252093724152,4224.027777777778,0,2,1,5,8,0,0,0,0.8,60.55555555555556,74.6,43.0,0,0,0,0,0,0,0,41,0,19,8192,0,3,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,783608,BENIGN,-1
2366066,37.46.246.28-172.31.65.59-56686-3389-6,37.46.246.28,56686,172.31.65.59,3389,6,2018-02-28 18:40:44.045873,3364065,9,8,1128,1581,661,0,125.33333333333331,213.483020402092,1173,0,197.625,406.1217050167528,805.2757601294862,5.053410085714753,210254.0625,213922.98078279445,875545,4,3364065,420508.125,393774.77656339743,1219711,4,3205139,457877.0,275878.1255367425,875545,202917,5,5,0,0,1.0,0.0,192,172,2.675334751260752,2.3780753344540013,0,1173,159.35294117647058,310.3705328265859,96329.86764705884,0,2,1,10,16,0,0,0,0.8888888888888888,159.35294117647058,125.33333333333331,197.625,0,0,0,0,0,0,0,66,0,93,8192,62872,5,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,3364065,BENIGN,-1
6809641,18.219.5.43-172.31.69.28-49517-80-6,18.219.5.43,49517,172.31.69.28,80,6,2018-02-21 18:45:15.081401,50773,5,5,314,935,314,0,62.8,140.4250689869868,935,0,187.0,418.1447117924607,24599.68881098221,196.9550745474957,5641.444444444444,15536.60165633971,47010,3,50770,12692.5,22901.681255605083,47010,288,50767,12691.75,23114.199912247303,47300,39,1,1,0,0,0.0,0.0,112,112,98.47753727374786,98.47753727374786,0,935,124.9,301.2604816064958,90757.87777777776,2,2,0,2,9,0,1,1,1.0,124.9,62.8,187.0,0,0,0,0,0,0,0,31,0,93,65535,219,1,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,50773,DDoS-HOIC,-1
4001310,213.202.230.223-172.31.67.19-12001-3389-6,213.202.230.223,12001,172.31.67.19,3389,6,2018-02-22 16:29:14.209271,90108259,14,10,1437,1731,725,0,102.64285714285715,191.2467625237724,1179,0,173.10000000000002,369.04093419444825,35.157709572437746,0.2663462846396799,3917750.391304347,17945269.56691743,86231744,18,3876441,298187.7692307692,324127.7843657636,1259060,26401,90108232,10012025.777777778,28583915.24256417,86231744,137877,7,5,0,0,0.0,1.0,292,212,0.1553686660398132,0.1109776185998666,0,1179,132.0,274.27041559301506,75224.2608695652,1,2,1,12,23,0,1,2,0.7142857142857143,132.0,102.64285714285714,173.1,0,0,0,0,0,0,0,59,0,72,8192,0,7,20,3876515.0,0.0,3876515,3876515,86231744.0,0.0,86231744,86231744,-1,-1,90108259,BENIGN,-1
743512,172.31.64.60-172.217.7.234-60076-443-6,172.31.64.60,60076,172.217.7.234,443,6,2018-03-02 20:49:15.152756,12883,4,1,77,0,46,0,19.25,23.05609102457165,0,0,0.0,0.0,5976.868741752697,388.1083598540712,3220.7499999999995,5874.717603142015,12013,11,12883,4294.333333333334,6707.094477740218,12024,12,0,0.0,0.0,0,0,2,0,0,0,0.0,0.0,80,20,310.486687883257,77.62167197081425,0,46,15.4,21.74396467988301,472.8,2,0,0,2,5,0,0,0,0.25,15.4,19.25,0.0,0,0,0,0,0,0,0,15,0,0,256,176,1,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,170847044,BENIGN,-1
7063136,18.219.193.20-172.31.69.25-43288-80-6,18.219.193.20,43288,172.31.69.25,80,6,2018-02-16 17:55:56.409892,201331,6,5,411,935,411,0,68.5,167.7900473806477,935,0,187.0,418.1447117924607,6685.507944628497,54.63639479265488,20133.1,25693.782250229768,57272,4,201327,40265.4,23082.389895762528,57272,6149,201325,50331.25,35203.03256231391,80868,17,1,1,0,0,0.0,0.0,200,168,29.801669886902665,24.834724905752218,0,935,122.36363636363636,296.3856517199417,87844.45454545456,2,2,0,2,10,0,0,0,0.8333333333333334,122.36363636363636,68.5,187.0,0,0,0,0,0,0,0,37,0,85,26883,237,1,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,201331,DoS Hulk,-1
2500854,172.31.66.37-209.85.203.154-50096-443-6,172.31.66.37,50096,209.85.203.154,443,6,2018-02-16 13:01:35.088081,95205,4,1,77,0,46,0,19.25,23.05609102457165,0,0,0.0,0.0,808.7810514153668,52.518250091906935,23801.25,47296.90850626497,94746,14,95205,31735.0,54581.649306337385,94760,14,0,0.0,0.0,0,0,2,0,0,0,0.0,0.0,80,20,42.01460007352555,10.503650018381387,0,46,15.4,21.74396467988301,472.8,2,0,0,2,5,0,0,0,0.25,15.4,19.25,0.0,0,0,0,0,0,0,0,15,0,0,256,197,1,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,171284049,BENIGN,-1
6844953,18.219.193.20-172.31.69.25-57374-80-6,18.219.193.20,57374,172.31.69.25,80,6,2018-02-16 17:54:33.666337,321816,6,5,738,935,369,0,123.0,190.5507806334049,935,0,187.0,418.1447117924607,5198.622815521913,34.18102269619907,32181.6,74894.69737972108,240729,4,321807,64361.4,100194.68410200214,240729,1376,321812,80453.0,128960.54905021664,270829,24,2,1,0,0,0.0,0.0,200,168,18.644194197926765,15.536828498272303,0,935,152.0909090909091,298.6802486089278,89209.8909090909,2,2,0,3,10,0,0,0,0.8333333333333334,152.0909090909091,123.0,187.0,0,0,0,0,0,0,0,67,0,85,26883,219,2,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,321816,DoS Hulk,-1
4481790,172.31.69.20-52.84.58.225-50393-443-6,172.31.69.20,50393,52.84.58.225,443,6,2018-02-21 13:27:21.104826,58626,10,9,553,3782,202,0,55.3,84.78476016098386,1460,0,420.2222222222223,614.7401438367633,73943.30160679562,324.0882884726913,3256.9999999999995,4752.827901241905,11615,6,58626,6514.0,6030.1774849501735,14183,17,48647,6080.875,8132.974687520989,22797,11,4,3,0,0,0.0,0.0,212,192,170.57278340667963,153.51550506601168,0,1460,228.15789473684205,454.5288480220046,206596.47368421053,2,2,0,7,18,0,1,1,0.9,228.1578947368421,55.3,420.22222222222223,0,0,0,0,0,0,0,29,0,199,8192,123,4,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,58626,BENIGN,-1
7037872,18.219.193.20-172.31.69.25-57612-80-6,18.219.193.20,57612,172.31.69.25,80,6,2018-02-16 17:55:45.636327,340900,6,5,716,935,358,0,119.33333333333331,184.8704050589673,935,0,187.0,418.1447117924607,4843.062481666178,32.26752713405691,34090.0,69691.6744397939,205111,8,340891,68178.2,89589.47107891641,205111,260,340892,85223.0,155842.84199153967,318513,23,2,1,0,0,0.0,0.0,200,168,17.600469345849223,14.667057788207686,0,935,150.0909090909091,297.1115798973357,88275.2909090909,2,2,0,3,10,0,0,0,0.8333333333333334,150.0909090909091,119.33333333333331,187.0,0,0,0,0,0,0,0,65,0,85,26883,219,2,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,340900,DoS Hulk,-1
4214593,172.31.65.100-172.31.0.2-53335-53-17,172.31.65.100,53335,172.31.0.2,53,17,2018-02-16 20:07:38.886367,17562,1,1,46,74,46,46,46.0,0.0,74,74,74.0,0.0,6832.934745473181,113.88224575788634,17562.0,0.0,17562,17562,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,8,8,56.94112287894317,56.94112287894317,46,74,60.0,19.79898987322333,392.0,0,0,0,0,0,0,0,0,1.0,60.0,46.0,74.0,0,0,0,0,0,0,0,23,0,37,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
1093657,5.101.40.105-172.31.67.54-58386-3389-6,5.101.40.105,58386,172.31.67.54,3389,6,2018-02-28 20:15:26.567165,1672141,8,7,1128,1581,661,0,141.00000000000003,222.62332055996032,1173,0,225.8571428571429,430.0986044197418,1620.0786895363487,8.97053537949252,119438.64285714286,245795.6749358505,953916,3,1672141,238877.2857142857,389558.53488049534,1117285,3,1563628,260604.66666666663,340287.9306203302,953916,108838,5,5,0,0,1.0,0.0,172,152,4.784285535729343,4.186249843763175,0,1173,180.6,325.54565183484084,105979.97142857144,0,2,1,10,14,0,1,1,0.875,180.6,141.0,225.8571428571429,0,0,0,0,0,0,0,75,0,105,8192,62872,5,20,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,1672141,BENIGN,-1
3262223,172.31.66.34-172.31.0.2-53581-53-17,172.31.66.34,53581,172.31.0.2,53,17,2018-03-01 18:28:58.498009,684,1,1,32,60,32,32,32.0,0.0,60,60,60.0,0.0,134502.92397660817,2923.9766081871344,684.0,0.0,684,684,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,8,8,1461.9883040935672,1461.9883040935672,32,60,46.0,19.79898987322333,392.0,0,0,0,0,0,0,0,0,1.0,46.0,32.0,60.0,0,0,0,0,0,0,0,16,0,30,0,0,0,8,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,0,BENIGN,-1
6043383,18.219.193.20-172.31.69.25-43330-80-6,18.219.193.20,43330,172.31.69.25,80,6,2018-02-16 17:48:48.182236,136801,5,5,318,935,318,0,63.6,142.21392336898663,935,0,187.0,418.1447117924607,9159.2897712736,73.09888085613409,15200.111111111111,19566.22554585097,42327,5,136791,34197.75,20862.08130196985,50160,3516,136794,34198.5,23448.83864217302,52937,24,1,1,0,0,0.0,0.0,168,168,36.54944042806704,36.54944042806704,0,935,125.29999999999998,301.5419815990249,90927.56666666664,2,2,0,2,9,0,0,0,1.0,125.3,63.6,187.0,0,0,0,0,0,0,0,31,0,93,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,-1,-1,136801,DoS Hulk,-1
